Date_Param,Province_Name,Temperature,Precipitation
2024-04-28,Sumatera Barat,25.45,6.07
2024-04-29,Sumatera Barat,25.79,6.16
2024-04-30,Sumatera Barat,26.06,22.84
2024-05-01,Sumatera Barat,25.2,40.72
2024-05-02,Sumatera Barat,25.57,6.83
2024-05-03,Sumatera Barat,25.73,29.65
2024-05-04,Sumatera Barat,25.03,32.03
2024-05-05,Sumatera Barat,25.19,3.47
2024-05-06,Sumatera Barat,25.03,4.75
2024-05-07,Sumatera Barat,24.7,32.58
2024-05-08,Sumatera Barat,25.13,5.09
2024-05-09,Sumatera Barat,25.38,1.58
2024-05-10,Sumatera Barat,24.7,4.85
2024-05-11,Sumatera Barat,25.17,40.13
2024-05-12,Sumatera Barat,25.21,49.46
2024-05-13,Sumatera Barat,25.24,12.98
2024-05-14,Sumatera Barat,25.05,15.01
2024-05-15,Sumatera Barat,25.34,2.38
2024-05-16,Sumatera Barat,24.58,20.81
2024-05-17,Sumatera Barat,25.26,1.07
2024-05-18,Sumatera Barat,25.11,3.66
2024-05-19,Sumatera Barat,25.53,0.75
2024-05-20,Sumatera Barat,24.9,20.71
2024-05-21,Sumatera Barat,24.99,13.64
2024-05-22,Sumatera Barat,24.53,60.88
2024-05-23,Sumatera Barat,24.9,0.7
2024-05-24,Sumatera Barat,24.96,0.77
2024-05-25,Sumatera Barat,24.7,9.81
2024-05-26,Sumatera Barat,25.17,2.37
2024-05-27,Sumatera Barat,24.29,2.16
2024-05-28,Sumatera Barat,25.32,0.26
2024-05-29,Sumatera Barat,25.75,9.72
2024-05-30,Sumatera Barat,25.41,3.94
2024-05-31,Sumatera Barat,24.23,73.25
2024-06-01,Sumatera Barat,23.94,12.8
2024-06-02,Sumatera Barat,24.61,8.46
2024-06-03,Sumatera Barat,24.99,5.68
2024-06-04,Sumatera Barat,24.89,27.77
2024-06-05,Sumatera Barat,24.3,14.73
2024-06-06,Sumatera Barat,23.7,7.16
2024-06-07,Sumatera Barat,24.96,22.02
2024-06-08,Sumatera Barat,24.55,8.76
2024-06-09,Sumatera Barat,24.21,7.2
2024-06-10,Sumatera Barat,24.78,3.35
2024-06-11,Sumatera Barat,23.9,10.21
2024-06-12,Sumatera Barat,23.96,11.75
2024-06-13,Sumatera Barat,24.57,12.96
2024-06-14,Sumatera Barat,24.4,42.67
2024-06-15,Sumatera Barat,24.18,19.45
2024-06-16,Sumatera Barat,23.64,9.94
2024-06-17,Sumatera Barat,23.36,5.15
2024-06-18,Sumatera Barat,23.87,1.59
2024-06-19,Sumatera Barat,24.45,1.13
2024-06-20,Sumatera Barat,24.36,26.4
2024-06-21,Sumatera Barat,23.12,52.91
2024-06-22,Sumatera Barat,23.55,14.04
2024-06-23,Sumatera Barat,24.19,1.22
2024-06-24,Sumatera Barat,23.94,4.12
2024-06-25,Sumatera Barat,24.65,0.66
2024-06-26,Sumatera Barat,25.26,1.43
2024-06-27,Sumatera Barat,24.18,9.93
2024-06-28,Sumatera Barat,25.04,1.78
2024-06-29,Sumatera Barat,23.8,5.48
2024-06-30,Sumatera Barat,23.77,1.43
2024-07-01,Sumatera Barat,23.97,0.76
2024-07-02,Sumatera Barat,24.74,2.12
2024-07-03,Sumatera Barat,24.65,7.89
2024-07-04,Sumatera Barat,24.62,0.4
2024-07-05,Sumatera Barat,24.15,3.71
2024-07-06,Sumatera Barat,23.77,5.71
2024-07-07,Sumatera Barat,23.78,8.66
2024-07-08,Sumatera Barat,23.86,7.91
2024-07-09,Sumatera Barat,24.15,2.57
2024-07-10,Sumatera Barat,23.09,5.55
2024-07-11,Sumatera Barat,23.41,0.84
2024-07-12,Sumatera Barat,23.48,7.15
2024-07-13,Sumatera Barat,23.57,4.85
2024-07-14,Sumatera Barat,23.75,0.37
2024-07-15,Sumatera Barat,24.02,0.82
2024-07-16,Sumatera Barat,23.97,0.68
2024-07-17,Sumatera Barat,24.08,0.41
2024-07-18,Sumatera Barat,23.57,0.14
2024-07-19,Sumatera Barat,24.22,0.08
2024-07-20,Sumatera Barat,24.77,0.04
2024-07-21,Sumatera Barat,23.98,0.03
2024-07-22,Sumatera Barat,24.33,0.04
2024-07-23,Sumatera Barat,24.06,0.71
2024-07-24,Sumatera Barat,23.81,0.07
2024-07-25,Sumatera Barat,23.58,0.08
2024-07-26,Sumatera Barat,23.92,0.11
2024-07-27,Sumatera Barat,24.75,0.02
2024-07-28,Sumatera Barat,24.58,0.11
2024-07-29,Sumatera Barat,24.4,0.54
2024-07-30,Sumatera Barat,24.89,12.15
2024-07-31,Sumatera Barat,23.9,45.58
2024-08-01,Sumatera Barat,24.28,17.42
2024-08-02,Sumatera Barat,24.52,3.16
2024-08-03,Sumatera Barat,24.53,9.58
2024-08-04,Sumatera Barat,23.45,7.55
2024-08-05,Sumatera Barat,23.79,19.24
2024-08-06,Sumatera Barat,24.0,44.18
2024-08-07,Sumatera Barat,24.11,9.71
2024-08-08,Sumatera Barat,24.46,0.77
2024-08-09,Sumatera Barat,24.37,5.54
2024-08-10,Sumatera Barat,24.78,27.9
2024-08-11,Sumatera Barat,24.22,24.68
2024-08-12,Sumatera Barat,24.85,8.87
2024-08-13,Sumatera Barat,24.73,1.16
2024-08-14,Sumatera Barat,24.64,0.2
2024-08-15,Sumatera Barat,25.03,10.3
2024-08-16,Sumatera Barat,24.63,27.07
2024-08-17,Sumatera Barat,24.82,8.89
2024-08-18,Sumatera Barat,24.88,7.47
2024-08-19,Sumatera Barat,24.63,54.48
2024-08-20,Sumatera Barat,23.89,34.93
2024-08-21,Sumatera Barat,24.42,1.95
2024-08-22,Sumatera Barat,24.35,31.74
2024-08-23,Sumatera Barat,24.27,27.79
2024-08-24,Sumatera Barat,23.34,9.66
2024-08-25,Sumatera Barat,23.93,5.5
2024-08-26,Sumatera Barat,23.64,28.53
2024-08-27,Sumatera Barat,22.37,27.66
2024-08-28,Sumatera Barat,22.8,1.1
2024-08-29,Sumatera Barat,24.07,0.19
2024-08-30,Sumatera Barat,24.09,0.44
2024-08-31,Sumatera Barat,24.43,0.13
2024-09-01,Sumatera Barat,24.95,2.66
2024-09-02,Sumatera Barat,24.56,3.59
2024-09-03,Sumatera Barat,24.32,4.67
2024-09-04,Sumatera Barat,23.8,10.47
2024-09-05,Sumatera Barat,24.35,1.13
2024-09-06,Sumatera Barat,24.72,0.98
2024-09-07,Sumatera Barat,24.77,8.98
2024-09-08,Sumatera Barat,24.41,4.74
2024-09-09,Sumatera Barat,23.83,26.9
2024-09-10,Sumatera Barat,23.97,7.25
2024-09-11,Sumatera Barat,24.19,2.62
2024-09-12,Sumatera Barat,22.98,6.6
2024-09-13,Sumatera Barat,23.71,0.68
2024-09-14,Sumatera Barat,23.54,2.25
2024-09-15,Sumatera Barat,23.39,32.55
2024-09-16,Sumatera Barat,22.35,19.4
2024-09-17,Sumatera Barat,22.81,21.31
2024-09-18,Sumatera Barat,23.08,10.02
2024-09-19,Sumatera Barat,23.33,0.52
2024-09-20,Sumatera Barat,23.26,0.66
2024-09-21,Sumatera Barat,24.02,0.29
2024-09-22,Sumatera Barat,24.56,0.03
2024-09-23,Sumatera Barat,25.08,0.41
2024-09-24,Sumatera Barat,24.7,2.72
2024-09-25,Sumatera Barat,24.83,6.51
2024-09-26,Sumatera Barat,23.88,3.34
2024-09-27,Sumatera Barat,24.75,1.13
2024-09-28,Sumatera Barat,24.33,18.41
2024-09-29,Sumatera Barat,23.76,54.02
2024-09-30,Sumatera Barat,24.45,24.04
2024-10-01,Sumatera Barat,24.75,13.34
2024-10-02,Sumatera Barat,24.7,8.84
2024-10-03,Sumatera Barat,24.61,8.81
2024-10-04,Sumatera Barat,24.59,65.62
2024-10-05,Sumatera Barat,23.84,51.71
2024-10-06,Sumatera Barat,23.8,24.73
2024-10-07,Sumatera Barat,23.83,7.74
2024-10-08,Sumatera Barat,24.62,2.45
2024-10-09,Sumatera Barat,24.73,11.03
2024-10-10,Sumatera Barat,24.34,14.02
2024-10-11,Sumatera Barat,24.62,19.53
2024-10-12,Sumatera Barat,24.36,66.41
2024-10-13,Sumatera Barat,23.53,59.23
2024-10-14,Sumatera Barat,23.77,14.18
2024-10-15,Sumatera Barat,23.64,11.22
2024-10-16,Sumatera Barat,24.92,0.2
2024-10-17,Sumatera Barat,23.23,16.88
2024-10-18,Sumatera Barat,23.43,1.03
2024-10-19,Sumatera Barat,23.32,1.14
2024-10-20,Sumatera Barat,23.36,0.99
2024-10-21,Sumatera Barat,24.12,0.02
2024-10-22,Sumatera Barat,24.37,0.19
2024-10-23,Sumatera Barat,24.31,0.18
2024-10-24,Sumatera Barat,24.05,0.25
2024-10-25,Sumatera Barat,23.66,0.26
2024-10-26,Sumatera Barat,23.45,0.05
2024-10-27,Sumatera Barat,23.52,0.1
2024-10-28,Sumatera Barat,23.86,0.23
2024-10-29,Sumatera Barat,24.27,0.35
2024-10-30,Sumatera Barat,24.42,0.83
2024-10-31,Sumatera Barat,23.67,31.15
2024-11-01,Sumatera Barat,23.91,2.41
2024-11-02,Sumatera Barat,23.26,4.2
2024-11-03,Sumatera Barat,23.52,3.87
2024-11-04,Sumatera Barat,23.33,5.85
2024-11-05,Sumatera Barat,22.79,3.48
2024-11-06,Sumatera Barat,22.77,2.14
2024-11-07,Sumatera Barat,22.71,7.09
2024-11-08,Sumatera Barat,23.97,1.13
2024-11-09,Sumatera Barat,24.18,11.12
2024-11-10,Sumatera Barat,23.53,5.92
2024-11-11,Sumatera Barat,23.54,1.99
2024-11-12,Sumatera Barat,24.17,3.81
2024-11-13,Sumatera Barat,24.38,28.47
2024-11-14,Sumatera Barat,24.04,65.4
2024-11-15,Sumatera Barat,24.3,14.08
2024-11-16,Sumatera Barat,24.1,89.73
2024-11-17,Sumatera Barat,23.56,37.47
2024-11-18,Sumatera Barat,23.63,25.06
2024-11-19,Sumatera Barat,24.01,9.03
2024-11-20,Sumatera Barat,24.09,7.38
2024-11-21,Sumatera Barat,23.85,14.06
2024-11-22,Sumatera Barat,23.22,11.39
2024-11-23,Sumatera Barat,23.44,5.12
2024-11-24,Sumatera Barat,23.87,5.7
2024-11-25,Sumatera Barat,24.15,1.12
2024-11-26,Sumatera Barat,23.16,6.63
2024-11-27,Sumatera Barat,23.59,3.97
2024-11-28,Sumatera Barat,23.55,12.13
2024-11-29,Sumatera Barat,22.93,2.71
2024-11-30,Sumatera Barat,23.15,1.41
2024-12-01,Sumatera Barat,22.58,12.89
2024-12-02,Sumatera Barat,22.61,18.58
2024-12-03,Sumatera Barat,22.98,5.22
2024-12-04,Sumatera Barat,22.48,16.7
2024-12-05,Sumatera Barat,22.25,11.21
2024-12-06,Sumatera Barat,22.69,5.24
2024-12-07,Sumatera Barat,23.11,8.05
2024-12-08,Sumatera Barat,23.72,8.6
2024-12-09,Sumatera Barat,23.76,20.36
2024-12-10,Sumatera Barat,22.74,2.49
2024-12-11,Sumatera Barat,22.76,16.7
2024-12-12,Sumatera Barat,23.0,41.78
2024-12-13,Sumatera Barat,22.03,11.46
2024-12-14,Sumatera Barat,22.8,3.51
2024-12-15,Sumatera Barat,22.66,2.2
2024-12-16,Sumatera Barat,23.58,1.69
2024-12-17,Sumatera Barat,23.36,7.08
2024-12-18,Sumatera Barat,23.07,17.94
2024-12-19,Sumatera Barat,23.58,5.85
2024-12-20,Sumatera Barat,23.44,4.48
2024-12-21,Sumatera Barat,23.31,10.07
2024-12-22,Sumatera Barat,24.1,9.44
2024-12-23,Sumatera Barat,22.71,40.16
2024-12-24,Sumatera Barat,22.3,43.49
2024-12-25,Sumatera Barat,23.03,0.94
2024-12-26,Sumatera Barat,24.07,0.71
2024-12-27,Sumatera Barat,24.2,1.02
2024-12-28,Sumatera Barat,24.29,1.29
2024-12-29,Sumatera Barat,23.93,3.85
2024-12-30,Sumatera Barat,23.03,0.51
2024-12-31,Sumatera Barat,23.2,0.08
2025-01-01,Sumatera Barat,23.32,3.88
2025-01-02,Sumatera Barat,23.99,3.71
2025-01-03,Sumatera Barat,23.45,1.26
2025-01-04,Sumatera Barat,24.08,0.13
2025-01-05,Sumatera Barat,24.15,0.78
2025-01-06,Sumatera Barat,23.8,12.32
2025-01-07,Sumatera Barat,22.82,87.24
2025-01-08,Sumatera Barat,23.84,4.03
2025-01-09,Sumatera Barat,23.36,7.0
2025-01-10,Sumatera Barat,23.65,1.79
2025-01-11,Sumatera Barat,22.01,5.08
2025-01-12,Sumatera Barat,22.72,12.94
2025-01-13,Sumatera Barat,22.8,18.45
2025-01-14,Sumatera Barat,23.31,23.32
2025-01-15,Sumatera Barat,23.03,27.47
2025-01-16,Sumatera Barat,23.67,31.47
2025-01-17,Sumatera Barat,23.19,54.13
2025-01-18,Sumatera Barat,22.83,27.8
2025-01-19,Sumatera Barat,22.66,8.31
2025-01-20,Sumatera Barat,23.34,4.68
2025-01-21,Sumatera Barat,23.24,23.56
2025-01-22,Sumatera Barat,22.82,6.58
2025-01-23,Sumatera Barat,23.31,25.04
2025-01-24,Sumatera Barat,22.44,23.21
2025-01-25,Sumatera Barat,22.8,72.15
2025-01-26,Sumatera Barat,23.35,16.54
2025-01-27,Sumatera Barat,23.5,8.84
2025-01-28,Sumatera Barat,23.16,8.27
2025-01-29,Sumatera Barat,23.4,1.29
2025-01-30,Sumatera Barat,23.35,2.99
2025-01-31,Sumatera Barat,23.43,3.22
2025-02-01,Sumatera Barat,23.29,2.22
2025-02-02,Sumatera Barat,22.65,0.2
2025-02-03,Sumatera Barat,24.11,0.74
2025-02-04,Sumatera Barat,23.7,1.25
2025-02-05,Sumatera Barat,22.64,1.84
2025-02-06,Sumatera Barat,23.78,0.8
2025-02-07,Sumatera Barat,24.08,3.45
2025-02-08,Sumatera Barat,23.8,9.87
2025-02-09,Sumatera Barat,23.96,0.63
2025-02-10,Sumatera Barat,24.04,0.03
2025-02-11,Sumatera Barat,24.21,0.1
2025-02-12,Sumatera Barat,24.94,0.22
2025-02-13,Sumatera Barat,25.02,0.43
2025-02-14,Sumatera Barat,24.83,4.98
2025-02-15,Sumatera Barat,24.45,12.61
2025-02-16,Sumatera Barat,23.25,0.94
2025-02-17,Sumatera Barat,23.95,5.63
2025-02-18,Sumatera Barat,23.46,35.6
2025-02-19,Sumatera Barat,22.64,21.72
2025-02-20,Sumatera Barat,23.93,25.68
2025-02-21,Sumatera Barat,23.48,16.94
2025-02-22,Sumatera Barat,23.39,15.4
2025-02-23,Sumatera Barat,23.37,6.74
2025-02-24,Sumatera Barat,23.84,2.83
2025-02-25,Sumatera Barat,23.13,3.78
2025-02-26,Sumatera Barat,23.03,46.64
2025-02-27,Sumatera Barat,22.55,57.37
2025-02-28,Sumatera Barat,23.78,3.51
2025-03-01,Sumatera Barat,23.98,2.07
2025-03-02,Sumatera Barat,24.5,4.34
2025-03-03,Sumatera Barat,23.86,61.7
2025-03-04,Sumatera Barat,24.03,4.36
2025-03-05,Sumatera Barat,24.04,36.05
2025-03-06,Sumatera Barat,23.09,36.44
2025-03-07,Sumatera Barat,22.49,2.03
2025-03-08,Sumatera Barat,23.04,10.99
2025-03-09,Sumatera Barat,24.11,1.74
2025-03-10,Sumatera Barat,24.12,2.87
2025-03-11,Sumatera Barat,23.66,23.65
2025-03-12,Sumatera Barat,24.31,46.62
2025-03-13,Sumatera Barat,23.82,53.4
2025-03-14,Sumatera Barat,22.82,5.34
2025-03-15,Sumatera Barat,23.42,3.5
2025-03-16,Sumatera Barat,24.15,8.56
2025-03-17,Sumatera Barat,22.71,9.49
2025-03-18,Sumatera Barat,22.97,4.37
2025-03-19,Sumatera Barat,22.42,15.35
2025-03-20,Sumatera Barat,22.42,4.14
2025-03-21,Sumatera Barat,22.52,2.56
2025-03-22,Sumatera Barat,23.08,4.6
2025-03-23,Sumatera Barat,23.6,3.04
2025-03-24,Sumatera Barat,24.48,1.84
2025-03-25,Sumatera Barat,24.21,3.07
2025-03-26,Sumatera Barat,23.98,0.81
2025-03-27,Sumatera Barat,23.61,40.01
2025-03-28,Sumatera Barat,23.32,22.68
2025-03-29,Sumatera Barat,23.77,20.81
2025-03-30,Sumatera Barat,23.48,9.33
2025-03-31,Sumatera Barat,23.43,3.5
2025-04-01,Sumatera Barat,23.98,15.04
2025-04-02,Sumatera Barat,23.84,4.7
2025-04-03,Sumatera Barat,23.95,2.08
2025-04-04,Sumatera Barat,23.61,19.73
2025-04-05,Sumatera Barat,23.27,14.57
2025-04-06,Sumatera Barat,24.02,3.76
2025-04-07,Sumatera Barat,23.19,17.8
2025-04-08,Sumatera Barat,24.49,13.92
2025-04-09,Sumatera Barat,24.62,4.3
2025-04-10,Sumatera Barat,23.57,4.58
2025-04-11,Sumatera Barat,23.82,7.5
2025-04-12,Sumatera Barat,24.06,3.43
2025-04-13,Sumatera Barat,23.5,15.37
2025-04-14,Sumatera Barat,23.37,17.31
2025-04-15,Sumatera Barat,22.55,21.48
2025-04-16,Sumatera Barat,22.94,24.48
2025-04-17,Sumatera Barat,22.85,11.82
2025-04-18,Sumatera Barat,23.73,0.58
2025-04-19,Sumatera Barat,23.33,3.67
2025-04-20,Sumatera Barat,23.17,7.57
2025-04-21,Sumatera Barat,23.9,9.6
2025-04-22,Sumatera Barat,23.8,22.87
2025-04-23,Sumatera Barat,22.35,20.12
2025-04-24,Sumatera Barat,22.85,11.05
2025-04-25,Sumatera Barat,23.93,2.28
2025-04-26,Sumatera Barat,24.0,2.4
2025-04-27,Sumatera Barat,24.41,4.55
2025-04-28,Sumatera Barat,24.0,22.31
2025-04-29,Sumatera Barat,23.88,5.19
2025-04-30,Sumatera Barat,23.75,4.99
2025-05-01,Sumatera Barat,23.86,4.34
2025-05-02,Sumatera Barat,24.15,14.68
2025-05-03,Sumatera Barat,24.0,5.51
2025-05-04,Sumatera Barat,23.98,4.44
2025-05-05,Sumatera Barat,24.06,2.09
2025-05-06,Sumatera Barat,24.93,0.42
2025-05-07,Sumatera Barat,24.86,0.94
2025-05-08,Sumatera Barat,24.18,10.84
2025-05-09,Sumatera Barat,24.26,4.03
2025-05-10,Sumatera Barat,23.67,12.84
2025-05-11,Sumatera Barat,23.27,42.02
2025-05-12,Sumatera Barat,24.05,4.32
2025-05-13,Sumatera Barat,23.23,7.98
2025-05-14,Sumatera Barat,23.09,5.39
2025-05-15,Sumatera Barat,23.67,5.35
2025-05-16,Sumatera Barat,22.8,8.0
2025-05-17,Sumatera Barat,23.87,0.33
2025-05-18,Sumatera Barat,24.0,9.04
2025-05-19,Sumatera Barat,24.85,2.28
2025-05-20,Sumatera Barat,24.96,1.77
2025-05-21,Sumatera Barat,24.39,7.69
2025-05-22,Sumatera Barat,23.39,5.77
2025-05-23,Sumatera Barat,22.27,2.63
2025-05-24,Sumatera Barat,23.45,1.29
2025-05-25,Sumatera Barat,23.89,1.03
2025-05-26,Sumatera Barat,24.09,0.37
2025-05-27,Sumatera Barat,23.74,2.0
2025-05-28,Sumatera Barat,24.35,4.89
2025-05-29,Sumatera Barat,23.68,0.17
2025-05-30,Sumatera Barat,23.78,0.33
2025-05-31,Sumatera Barat,24.12,15.06
2025-06-01,Sumatera Barat,23.8,2.71
2025-06-02,Sumatera Barat,24.45,5.77
2025-06-03,Sumatera Barat,23.81,1.8
2025-06-04,Sumatera Barat,23.52,6.63
2025-06-05,Sumatera Barat,23.18,9.36
2025-06-06,Sumatera Barat,22.42,17.59
2025-06-07,Sumatera Barat,22.82,3.76
2025-06-08,Sumatera Barat,23.1,2.07
2025-06-09,Sumatera Barat,23.1,17.53
2025-06-10,Sumatera Barat,22.08,17.11
2025-06-11,Sumatera Barat,23.42,1.56
2025-06-12,Sumatera Barat,23.67,0.2
2025-06-13,Sumatera Barat,23.92,0.54
2025-06-14,Sumatera Barat,23.91,0.7
2025-06-15,Sumatera Barat,24.53,3.43
2025-06-16,Sumatera Barat,23.74,31.9
2025-06-17,Sumatera Barat,22.47,27.24
2025-06-18,Sumatera Barat,22.68,1.19
2025-06-19,Sumatera Barat,23.26,0.34
2025-06-20,Sumatera Barat,23.25,0.44
2025-06-21,Sumatera Barat,23.14,0.28
2025-06-22,Sumatera Barat,23.01,2.77
2025-06-23,Sumatera Barat,22.78,0.45
2025-06-24,Sumatera Barat,23.17,0.44
2025-06-25,Sumatera Barat,22.9,0.05
2025-06-26,Sumatera Barat,23.4,0.14
2025-06-27,Sumatera Barat,23.75,0.51
2025-06-28,Sumatera Barat,22.72,6.3
2025-06-29,Sumatera Barat,23.16,0.13
2025-06-30,Sumatera Barat,23.04,0.2
2025-07-01,Sumatera Barat,23.62,0.11
2025-07-02,Sumatera Barat,23.08,0.91
2025-07-03,Sumatera Barat,23.42,0.21
2025-07-04,Sumatera Barat,23.19,1.53
2025-07-05,Sumatera Barat,22.9,3.86
2025-07-06,Sumatera Barat,22.48,11.63
2025-07-07,Sumatera Barat,23.23,1.53
2025-07-08,Sumatera Barat,23.08,27.57
2025-07-09,Sumatera Barat,22.6,15.6
2025-07-10,Sumatera Barat,22.99,1.05
2025-07-11,Sumatera Barat,23.09,3.22
2025-07-12,Sumatera Barat,23.67,0.78
2025-07-13,Sumatera Barat,22.97,12.53
2025-07-14,Sumatera Barat,23.05,24.48
2025-07-15,Sumatera Barat,22.48,2.32
2025-07-16,Sumatera Barat,22.93,0.13
2025-07-17,Sumatera Barat,22.94,0.03
2025-07-18,Sumatera Barat,22.97,0.01
2025-07-19,Sumatera Barat,23.18,0.06
2025-07-20,Sumatera Barat,22.87,11.21
2025-07-21,Sumatera Barat,23.47,7.09
2025-07-22,Sumatera Barat,23.3,1.15
2025-07-23,Sumatera Barat,23.56,0.68
2025-07-24,Sumatera Barat,24.02,0.47
2025-07-25,Sumatera Barat,23.51,21.27
2025-07-26,Sumatera Barat,23.85,10.56
2025-07-27,Sumatera Barat,24.28,6.54
2025-07-28,Sumatera Barat,24.38,7.44
2025-07-29,Sumatera Barat,24.77,17.05
2025-07-30,Sumatera Barat,23.67,15.79
2025-07-31,Sumatera Barat,23.68,3.05
2025-08-01,Sumatera Barat,23.59,20.05
2025-08-02,Sumatera Barat,23.62,10.52
2025-08-03,Sumatera Barat,23.65,1.25
2025-08-04,Sumatera Barat,23.56,11.51
2025-08-05,Sumatera Barat,24.01,1.6
2025-08-06,Sumatera Barat,23.88,0.72
2025-08-07,Sumatera Barat,23.43,9.87
2025-08-08,Sumatera Barat,22.96,69.34
2025-08-09,Sumatera Barat,24.51,27.88
2025-08-10,Sumatera Barat,22.41,16.23
2025-08-11,Sumatera Barat,22.03,25.0
2025-08-12,Sumatera Barat,22.35,3.28
2025-08-13,Sumatera Barat,21.65,4.82
2025-08-14,Sumatera Barat,22.76,1.63
2025-08-15,Sumatera Barat,22.38,14.7
2025-08-16,Sumatera Barat,23.13,0.4
2025-08-17,Sumatera Barat,23.59,1.53
2025-08-18,Sumatera Barat,23.09,0.44
2025-08-19,Sumatera Barat,23.35,0.69
2025-08-20,Sumatera Barat,22.86,0.29
2025-08-21,Sumatera Barat,23.13,0.09
2025-08-22,Sumatera Barat,22.63,3.3
2025-08-23,Sumatera Barat,22.9,2.72
2025-08-24,Sumatera Barat,22.09,0.9
2025-08-25,Sumatera Barat,22.42,4.69
2025-08-26,Sumatera Barat,23.06,1.4
2025-08-27,Sumatera Barat,23.76,0.27
2025-08-28,Sumatera Barat,23.0,36.32
2025-08-29,Sumatera Barat,22.65,21.12
2025-08-30,Sumatera Barat,23.0,2.18
2025-08-31,Sumatera Barat,23.5,3.25
2025-09-01,Sumatera Barat,22.57,11.13
2025-09-02,Sumatera Barat,23.41,8.16
2025-09-03,Sumatera Barat,23.13,14.23
2025-09-04,Sumatera Barat,23.66,20.94
2025-09-05,Sumatera Barat,22.61,7.31
2025-09-06,Sumatera Barat,22.84,6.13
2025-09-07,Sumatera Barat,22.59,5.13
2025-09-08,Sumatera Barat,23.12,0.14
2025-09-09,Sumatera Barat,23.32,3.13
2025-09-10,Sumatera Barat,23.99,10.8
2025-09-11,Sumatera Barat,22.53,35.53
2025-09-12,Sumatera Barat,22.31,4.81
2025-09-13,Sumatera Barat,22.05,10.15
2025-09-14,Sumatera Barat,22.86,12.36
2025-09-15,Sumatera Barat,23.02,10.26
2025-09-16,Sumatera Barat,22.04,9.81
2025-09-17,Sumatera Barat,22.52,2.47
2025-09-18,Sumatera Barat,23.54,4.29
2025-09-19,Sumatera Barat,23.77,1.07
2025-09-20,Sumatera Barat,24.0,4.7
2025-09-21,Sumatera Barat,24.46,7.33
2025-09-22,Sumatera Barat,24.59,4.46
2025-09-23,Sumatera Barat,24.42,17.03
2025-09-24,Sumatera Barat,22.82,9.11
2025-09-25,Sumatera Barat,22.53,1.54
2025-09-26,Sumatera Barat,23.74,0.23
2025-09-27,Sumatera Barat,24.22,1.75
2025-09-28,Sumatera Barat,22.95,39.71
2025-09-29,Sumatera Barat,22.95,1.84
2025-09-30,Sumatera Barat,24.21,0.45
2025-10-01,Sumatera Barat,23.76,2.7
2025-10-02,Sumatera Barat,24.21,1.21
2025-10-03,Sumatera Barat,22.89,7.92
2025-10-04,Sumatera Barat,23.7,0.12
2025-10-05,Sumatera Barat,23.59,3.74
2025-10-06,Sumatera Barat,23.61,2.65
2025-10-07,Sumatera Barat,22.81,5.15
2025-10-08,Sumatera Barat,23.31,0.08
2025-10-09,Sumatera Barat,23.5,0.44
2025-10-10,Sumatera Barat,23.74,0.79
2025-10-11,Sumatera Barat,23.78,7.87
2025-10-12,Sumatera Barat,23.5,12.41
2025-10-13,Sumatera Barat,24.33,0.33
2025-10-14,Sumatera Barat,24.31,10.64
2025-10-15,Sumatera Barat,24.1,4.95
2025-10-16,Sumatera Barat,24.5,17.68
2025-10-17,Sumatera Barat,23.73,15.29
2025-10-18,Sumatera Barat,23.54,32.49
2025-10-19,Sumatera Barat,24.19,11.45
2025-10-20,Sumatera Barat,23.18,4.93
2025-10-21,Sumatera Barat,24.12,2.13
2025-10-22,Sumatera Barat,23.71,1.63
2025-10-23,Sumatera Barat,23.6,0.54
2025-10-24,Sumatera Barat,22.55,6.99
2025-10-25,Sumatera Barat,22.02,3.98
2025-10-26,Sumatera Barat,22.92,3.44
2025-10-27,Sumatera Barat,23.19,0.75
2025-10-28,Sumatera Barat,23.34,0.11
2025-10-29,Sumatera Barat,22.83,0.17
2025-10-30,Sumatera Barat,23.7,0.32
2025-10-31,Sumatera Barat,23.99,0.38
2025-11-01,Sumatera Barat,23.99,6.36
2025-11-02,Sumatera Barat,23.61,5.24
2025-11-03,Sumatera Barat,23.74,3.12
2025-11-04,Sumatera Barat,23.02,12.15
2025-11-05,Sumatera Barat,22.62,4.72
2025-11-06,Sumatera Barat,22.57,3.87
2025-11-07,Sumatera Barat,22.29,7.06
2025-11-08,Sumatera Barat,23.07,7.16
2025-11-09,Sumatera Barat,23.53,7.89
2025-11-10,Sumatera Barat,22.62,6.02
2025-11-11,Sumatera Barat,22.33,21.52
2025-11-12,Sumatera Barat,22.08,7.42
2025-11-13,Sumatera Barat,23.14,2.29
2025-11-14,Sumatera Barat,23.52,0.8
2025-11-15,Sumatera Barat,23.98,11.13
2025-11-16,Sumatera Barat,23.11,23.01
2025-11-17,Sumatera Barat,22.99,36.4
2025-11-18,Sumatera Barat,22.9,11.12
2025-11-19,Sumatera Barat,22.78,23.53
2025-11-20,Sumatera Barat,22.53,39.72
2025-11-21,Sumatera Barat,22.45,48.57
2025-11-22,Sumatera Barat,22.02,60.8
2025-11-23,Sumatera Barat,22.2,55.14
2025-11-24,Sumatera Barat,22.43,74.56
2025-11-25,Sumatera Barat,21.94,38.63
2025-11-26,Sumatera Barat,22.88,10.52
2025-11-27,Sumatera Barat,23.38,64.47
2025-11-28,Sumatera Barat,22.67,33.36
2025-11-29,Sumatera Barat,22.95,8.17
2025-11-30,Sumatera Barat,23.35,9.55
